	datasetoi	datasetor	goldstandardoi	goldstandardor	method	moduledef	ofinterest	ofreference	organismoi	runningtime	score	organismnetoi	organismnetor	weight
748	yeast_gpl2529	human_gtex	yeast_sisima#ap1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#ap1	human_gtex#regcircuit	yeast	0.003504753112792969	0.3766518189239137	yeast	regcircuit	0.001851851851851852
749	yeast_gpl2529	human_seek_gpl5175	yeast_sisima#ap1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#ap1	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.3766518189239137	yeast	regcircuit	0.001851851851851852
750	yeast_gpl2529	human_tcga	yeast_sisima#ap1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#ap1	human_tcga#regcircuit	yeast	0.003504753112792969	0.3766518189239137	yeast	regcircuit	0.001851851851851852
755	yeast_gpl2529	ecoli_colombos	yeast_sisima#ap2	ecoli_regulondb#ap2	dummy	interconnected	yeast_gpl2529#yeast_sisima#ap2	ecoli_colombos#ecoli_regulondb#ap2	yeast	0.002279996871948242	0.12183216818935975	yeast	ecoli	0.001851851851851852
756	yeast_gpl2529	ecoli_dream5	yeast_sisima#ap2	ecoli_regulondb#ap2	dummy	interconnected	yeast_gpl2529#yeast_sisima#ap2	ecoli_dream5#ecoli_regulondb#ap2	yeast	0.002279996871948242	0.12183216818935975	yeast	ecoli	0.001851851851851852
757	yeast_gpl2529	human_gtex	yeast_sisima#ap2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#ap2	human_gtex#regcircuit	yeast	0.003504753112792969	0.0	yeast	regcircuit	0.001851851851851852
758	yeast_gpl2529	human_seek_gpl5175	yeast_sisima#ap2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#ap2	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.0	yeast	regcircuit	0.001851851851851852
759	yeast_gpl2529	human_tcga	yeast_sisima#ap2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#ap2	human_tcga#regcircuit	yeast	0.003504753112792969	0.0	yeast	regcircuit	0.001851851851851852
764	yeast_gpl2529	ecoli_colombos	yeast_sisima#ap3	ecoli_regulondb#ap3	dummy	interconnected	yeast_gpl2529#yeast_sisima#ap3	ecoli_colombos#ecoli_regulondb#ap3	yeast	0.0026221275329589844	0.8882551986152719	yeast	ecoli	0.001851851851851852
765	yeast_gpl2529	ecoli_dream5	yeast_sisima#ap3	ecoli_regulondb#ap3	dummy	interconnected	yeast_gpl2529#yeast_sisima#ap3	ecoli_dream5#ecoli_regulondb#ap3	yeast	0.0026221275329589844	0.8882551986152719	yeast	ecoli	0.001851851851851852
766	yeast_gpl2529	human_gtex	yeast_sisima#ap3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#ap3	human_gtex#regcircuit	yeast	0.003504753112792969	0.37759430397001337	yeast	regcircuit	0.001851851851851852
767	yeast_gpl2529	human_seek_gpl5175	yeast_sisima#ap3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#ap3	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.37759430397001337	yeast	regcircuit	0.001851851851851852
768	yeast_gpl2529	human_tcga	yeast_sisima#ap3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#ap3	human_tcga#regcircuit	yeast	0.003504753112792969	0.37759430397001337	yeast	regcircuit	0.001851851851851852
773	yeast_gpl2529	ecoli_colombos	yeast_sisima#mcl1	ecoli_regulondb#mcl1	dummy	interconnected	yeast_gpl2529#yeast_sisima#mcl1	ecoli_colombos#ecoli_regulondb#mcl1	yeast	0.0026221275329589844	0.8026122527597989	yeast	ecoli	0.001851851851851852
774	yeast_gpl2529	ecoli_dream5	yeast_sisima#mcl1	ecoli_regulondb#mcl1	dummy	interconnected	yeast_gpl2529#yeast_sisima#mcl1	ecoli_dream5#ecoli_regulondb#mcl1	yeast	0.002491950988769531	0.6014847787969144	yeast	ecoli	0.001851851851851852
775	yeast_gpl2529	human_gtex	yeast_sisima#mcl1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#mcl1	human_gtex#regcircuit	yeast	0.003504753112792969	0.3924458664162518	yeast	regcircuit	0.001851851851851852
776	yeast_gpl2529	human_seek_gpl5175	yeast_sisima#mcl1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#mcl1	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.3924458664162518	yeast	regcircuit	0.001851851851851852
777	yeast_gpl2529	human_tcga	yeast_sisima#mcl1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#mcl1	human_tcga#regcircuit	yeast	0.003504753112792969	0.3924458664162518	yeast	regcircuit	0.001851851851851852
782	yeast_gpl2529	ecoli_colombos	yeast_sisima#mcl2	ecoli_regulondb#mcl2	dummy	interconnected	yeast_gpl2529#yeast_sisima#mcl2	ecoli_colombos#ecoli_regulondb#mcl2	yeast	0.0026221275329589844	0.7272298073536598	yeast	ecoli	0.001851851851851852
783	yeast_gpl2529	ecoli_dream5	yeast_sisima#mcl2	ecoli_regulondb#mcl2	dummy	interconnected	yeast_gpl2529#yeast_sisima#mcl2	ecoli_dream5#ecoli_regulondb#mcl2	yeast	0.0026221275329589844	0.7272298073536598	yeast	ecoli	0.001851851851851852
784	yeast_gpl2529	human_gtex	yeast_sisima#mcl2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#mcl2	human_gtex#regcircuit	yeast	0.003504753112792969	0.3156214881228683	yeast	regcircuit	0.001851851851851852
785	yeast_gpl2529	human_seek_gpl5175	yeast_sisima#mcl2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#mcl2	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.3156214881228683	yeast	regcircuit	0.001851851851851852
786	yeast_gpl2529	human_tcga	yeast_sisima#mcl2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#mcl2	human_tcga#regcircuit	yeast	0.003504753112792969	0.3156214881228683	yeast	regcircuit	0.001851851851851852
791	yeast_gpl2529	ecoli_colombos	yeast_sisima#mcl3	ecoli_regulondb#mcl3	dummy	interconnected	yeast_gpl2529#yeast_sisima#mcl3	ecoli_colombos#ecoli_regulondb#mcl3	yeast	0.0026221275329589844	0.8035400259118496	yeast	ecoli	0.001851851851851852
792	yeast_gpl2529	ecoli_dream5	yeast_sisima#mcl3	ecoli_regulondb#mcl3	dummy	interconnected	yeast_gpl2529#yeast_sisima#mcl3	ecoli_dream5#ecoli_regulondb#mcl3	yeast	0.002491950988769531	0.6023687888192817	yeast	ecoli	0.001851851851851852
793	yeast_gpl2529	human_gtex	yeast_sisima#mcl3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#mcl3	human_gtex#regcircuit	yeast	0.003504753112792969	0.3931283920911509	yeast	regcircuit	0.001851851851851852
794	yeast_gpl2529	human_seek_gpl5175	yeast_sisima#mcl3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#mcl3	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.3931283920911509	yeast	regcircuit	0.001851851851851852
795	yeast_gpl2529	human_tcga	yeast_sisima#mcl3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#mcl3	human_tcga#regcircuit	yeast	0.003504753112792969	0.3931283920911509	yeast	regcircuit	0.001851851851851852
800	yeast_gpl2529	ecoli_colombos	yeast_sisima#minimal	ecoli_regulondb#minimal	dummy	minimal	yeast_gpl2529#yeast_sisima#minimal	ecoli_colombos#ecoli_regulondb#minimal	yeast	0.0026221275329589844	0.6043603149660339	yeast	ecoli	0.016666666666666666
801	yeast_gpl2529	ecoli_dream5	yeast_sisima#minimal	ecoli_regulondb#minimal	dummy	minimal	yeast_gpl2529#yeast_sisima#minimal	ecoli_dream5#ecoli_regulondb#minimal	yeast	0.002491950988769531	0.44290773797304095	yeast	ecoli	0.016666666666666666
802	yeast_gpl2529	human_gtex	yeast_sisima#minimal	regcircuit	dummy	minimal	yeast_gpl2529#yeast_sisima#minimal	human_gtex#regcircuit	yeast	0.003504753112792969	0.2875682277118784	yeast	regcircuit	0.016666666666666666
803	yeast_gpl2529	human_seek_gpl5175	yeast_sisima#minimal	regcircuit	dummy	minimal	yeast_gpl2529#yeast_sisima#minimal	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.2875682277118784	yeast	regcircuit	0.016666666666666666
804	yeast_gpl2529	human_tcga	yeast_sisima#minimal	regcircuit	dummy	minimal	yeast_gpl2529#yeast_sisima#minimal	human_tcga#regcircuit	yeast	0.003504753112792969	0.2875682277118784	yeast	regcircuit	0.016666666666666666
809	yeast_gpl2529	ecoli_colombos	yeast_sisima#strict	ecoli_regulondb#strict	dummy	strict	yeast_gpl2529#yeast_sisima#strict	ecoli_colombos#ecoli_regulondb#strict	yeast	0.0026221275329589844	0.5415793927273479	yeast	ecoli	0.016666666666666666
810	yeast_gpl2529	ecoli_dream5	yeast_sisima#strict	ecoli_regulondb#strict	dummy	strict	yeast_gpl2529#yeast_sisima#strict	ecoli_dream5#ecoli_regulondb#strict	yeast	0.0026221275329589844	0.5415793927273479	yeast	ecoli	0.016666666666666666
811	yeast_gpl2529	human_gtex	yeast_sisima#strict	regcircuit	dummy	strict	yeast_gpl2529#yeast_sisima#strict	human_gtex#regcircuit	yeast	0.003504753112792969	0.23265918724164006	yeast	regcircuit	0.016666666666666666
812	yeast_gpl2529	human_seek_gpl5175	yeast_sisima#strict	regcircuit	dummy	strict	yeast_gpl2529#yeast_sisima#strict	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.23265918724164006	yeast	regcircuit	0.016666666666666666
813	yeast_gpl2529	human_tcga	yeast_sisima#strict	regcircuit	dummy	strict	yeast_gpl2529#yeast_sisima#strict	human_tcga#regcircuit	yeast	0.003504753112792969	0.23265918724164006	yeast	regcircuit	0.016666666666666666
818	yeast_gpl2529	ecoli_colombos	yeast_sisima#tc1	ecoli_regulondb#tc1	dummy	interconnected	yeast_gpl2529#yeast_sisima#tc1	ecoli_colombos#ecoli_regulondb#tc1	yeast	0.0026221275329589844	0.6556119037189851	yeast	ecoli	0.001851851851851852
819	yeast_gpl2529	ecoli_dream5	yeast_sisima#tc1	ecoli_regulondb#tc1	dummy	interconnected	yeast_gpl2529#yeast_sisima#tc1	ecoli_dream5#ecoli_regulondb#tc1	yeast	0.0026221275329589844	0.6556119037189851	yeast	ecoli	0.001851851851851852
820	yeast_gpl2529	human_gtex	yeast_sisima#tc1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#tc1	human_gtex#regcircuit	yeast	0.003504753112792969	0.3533706612159677	yeast	regcircuit	0.001851851851851852
821	yeast_gpl2529	human_seek_gpl5175	yeast_sisima#tc1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#tc1	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.3533706612159677	yeast	regcircuit	0.001851851851851852
822	yeast_gpl2529	human_tcga	yeast_sisima#tc1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#tc1	human_tcga#regcircuit	yeast	0.003504753112792969	0.3533706612159677	yeast	regcircuit	0.001851851851851852
827	yeast_gpl2529	ecoli_colombos	yeast_sisima#tc2	ecoli_regulondb#tc2	dummy	interconnected	yeast_gpl2529#yeast_sisima#tc2	ecoli_colombos#ecoli_regulondb#tc2	yeast	0.002279996871948242	0.6331037503132877	yeast	ecoli	0.001851851851851852
828	yeast_gpl2529	ecoli_dream5	yeast_sisima#tc2	ecoli_regulondb#tc2	dummy	interconnected	yeast_gpl2529#yeast_sisima#tc2	ecoli_dream5#ecoli_regulondb#tc2	yeast	0.002491950988769531	0.3073953816256367	yeast	ecoli	0.001851851851851852
829	yeast_gpl2529	human_gtex	yeast_sisima#tc2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#tc2	human_gtex#regcircuit	yeast	0.003504753112792969	0.2021883306797925	yeast	regcircuit	0.001851851851851852
830	yeast_gpl2529	human_seek_gpl5175	yeast_sisima#tc2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#tc2	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.2021883306797925	yeast	regcircuit	0.001851851851851852
831	yeast_gpl2529	human_tcga	yeast_sisima#tc2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#tc2	human_tcga#regcircuit	yeast	0.003504753112792969	0.2021883306797925	yeast	regcircuit	0.001851851851851852
836	yeast_gpl2529	ecoli_colombos	yeast_sisima#tc3	ecoli_regulondb#tc3	dummy	interconnected	yeast_gpl2529#yeast_sisima#tc3	ecoli_colombos#ecoli_regulondb#tc3	yeast	0.0026221275329589844	0.6531323233390337	yeast	ecoli	0.001851851851851852
837	yeast_gpl2529	ecoli_dream5	yeast_sisima#tc3	ecoli_regulondb#tc3	dummy	interconnected	yeast_gpl2529#yeast_sisima#tc3	ecoli_dream5#ecoli_regulondb#tc3	yeast	0.0026221275329589844	0.6531323233390337	yeast	ecoli	0.001851851851851852
838	yeast_gpl2529	human_gtex	yeast_sisima#tc3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#tc3	human_gtex#regcircuit	yeast	0.003504753112792969	0.3521188145102944	yeast	regcircuit	0.001851851851851852
839	yeast_gpl2529	human_seek_gpl5175	yeast_sisima#tc3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#tc3	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.3521188145102944	yeast	regcircuit	0.001851851851851852
840	yeast_gpl2529	human_tcga	yeast_sisima#tc3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_sisima#tc3	human_tcga#regcircuit	yeast	0.003504753112792969	0.3521188145102944	yeast	regcircuit	0.001851851851851852
